time_s,os_var1,os_var2,os_var3,os_var5,os_var4,os_var6,os_var7,os_var8,vicon_var1,vicon_var2,vicon_var3,vicon_var5,vicon_var4,vicon_var6,vicon_var7,vicon_var8
0.77500,74.646,-39.503,-48.475,87.436,58.603,-67.522,24.728,-61.146,32.420,17.851,17.305,114.630,-3.392,91.255,5.294,-2.857
0.77917,74.670,-39.551,-48.458,87.452,58.557,-67.522,24.722,-61.086,32.398,17.962,17.270,114.607,-3.663,91.338,5.213,-2.863
0.78333,74.682,-39.606,-48.444,87.461,58.767,-67.523,24.743,-60.804,32.373,18.073,17.236,114.588,-3.912,91.420,5.133,-2.872
0.78750,74.711,-39.661,-48.437,87.470,58.723,-67.523,24.747,-60.728,32.345,18.184,17.203,114.572,-4.139,91.502,5.055,-2.884
0.79167,74.719,-39.851,-48.427,87.436,58.844,-67.523,24.753,-60.541,32.314,18.295,17.171,114.561,-4.342,91.583,4.978,-2.899
0.79583,74.766,-39.865,-48.381,87.436,58.835,-67.524,24.752,-60.471,32.281,18.404,17.141,114.553,-4.521,91.664,4.901,-2.917
0.80000,74.801,-39.913,-48.380,87.447,58.863,-67.524,24.751,-60.381,32.246,18.512,17.110,114.548,-4.675,91.744,4.826,-2.937
0.80417,74.839,-39.979,-48.380,87.459,59.047,-67.524,24.760,-60.133,32.209,18.619,17.081,114.546,-4.804,91.825,4.751,-2.959
0.80833,74.868,-40.016,-48.371,87.466,59.185,-67.524,24.768,-59.961,32.170,18.722,17.052,114.546,-4.909,91.905,4.676,-2.981
0.81250,74.908,-40.197,-48.380,87.440,59.285,-67.524,24.769,-59.805,32.130,18.823,17.025,114.548,-4.992,91.987,4.600,-3.004
0.81667,74.966,-40.206,-48.344,87.437,59.390,-67.525,24.771,-59.640,32.088,18.921,16.999,114.551,-5.052,92.069,4.524,-3.024
0.82083,75.010,-40.242,-48.344,87.445,59.549,-67.524,24.774,-59.457,32.045,19.015,16.975,114.556,-5.092,92.152,4.448,-3.043
0.82500,75.074,-40.417,-48.313,87.415,59.697,-67.525,24.775,-59.274,31.999,19.107,16.954,114.561,-5.114,92.237,4.372,-3.059
0.82917,75.124,-40.420,-48.313,87.407,59.875,-67.524,24.779,-59.087,31.950,19.196,16.934,114.567,-5.120,92.324,4.297,-3.073
0.83333,75.168,-40.445,-48.323,87.418,59.947,-67.525,24.775,-58.967,31.898,19.284,16.918,114.574,-5.111,92.413,4.222,-3.083
0.83750,75.222,-40.510,-48.358,87.428,60.157,-67.524,24.781,-58.740,31.843,19.369,16.903,114.580,-5.090,92.504,4.148,-3.091
0.84167,75.320,-40.670,-48.296,87.385,60.296,-67.524,24.775,-58.575,31.783,19.454,16.890,114.585,-5.060,92.597,4.076,-3.097
0.84583,75.356,-40.666,-48.314,87.384,60.450,-67.524,24.778,-58.398,31.720,19.536,16.879,114.589,-5.021,92.694,4.005,-3.099
0.85000,75.424,-40.704,-48.325,87.392,60.756,-67.524,24.785,-58.073,31.651,19.618,16.869,114.592,-4.975,92.793,3.935,-3.099
0.85417,75.494,-40.768,-48.355,87.402,60.848,-67.524,24.779,-57.940,31.578,19.699,16.859,114.592,-4.926,92.896,3.868,-3.098
0.85833,75.591,-40.898,-48.300,87.391,60.994,-67.525,24.778,-57.769,31.499,19.779,16.850,114.590,-4.873,93.001,3.802,-3.094
0.86250,75.662,-40.894,-48.291,87.350,61.349,-67.524,24.785,-57.392,31.416,19.858,16.841,114.586,-4.819,93.109,3.737,-3.089
0.86667,75.722,-40.994,-48.346,87.392,61.532,-67.524,24.787,-57.189,31.327,19.937,16.831,114.579,-4.764,93.221,3.674,-3.082
0.87083,75.836,-41.078,-48.297,87.341,61.639,-67.524,24.781,-57.048,31.235,20.015,16.822,114.571,-4.710,93.334,3.613,-3.076
0.87500,75.924,-41.143,-48.279,87.316,61.786,-67.524,24.781,-56.871,31.138,20.094,16.811,114.560,-4.658,93.451,3.554,-3.068
0.87917,76.001,-41.196,-48.302,87.308,61.974,-67.524,24.779,-56.664,31.037,20.173,16.800,114.549,-4.608,93.570,3.496,-3.062
0.88333,76.084,-41.224,-48.282,87.294,62.343,-67.524,24.785,-56.252,30.933,20.251,16.788,114.536,-4.563,93.691,3.441,-3.056
0.88750,76.177,-41.276,-48.277,87.283,62.419,-67.524,24.777,-56.130,30.826,20.331,16.774,114.522,-4.521,93.815,3.387,-3.051
0.89167,76.280,-41.313,-48.269,87.227,62.568,-67.524,24.779,-55.952,30.717,20.410,16.759,114.508,-4.485,93.940,3.334,-3.048
0.89583,76.363,-41.372,-48.256,87.239,62.848,-67.524,24.776,-55.641,30.607,20.490,16.742,114.492,-4.454,94.066,3.283,-3.047
0.90000,76.452,-41.378,-48.231,87.191,62.941,-67.524,24.767,-55.489,30.497,20.570,16.723,114.477,-4.429,94.194,3.234,-3.048
0.90417,76.538,-41.410,-48.216,87.184,63.209,-67.524,24.771,-55.158,30.388,20.651,16.703,114.461,-4.410,94.323,3.185,-3.052
0.90833,76.633,-41.518,-48.235,87.191,63.332,-67.524,24.767,-55.055,30.280,20.733,16.680,114.445,-4.396,94.452,3.138,-3.059
0.91250,76.723,-41.526,-48.190,87.139,63.544,-67.524,24.765,-54.740,30.176,20.817,16.655,114.429,-4.389,94.582,3.092,-3.069
0.91667,76.825,-41.620,-48.186,87.141,63.614,-67.524,24.755,-54.648,30.076,20.902,16.627,114.412,-4.386,94.711,3.047,-3.081
0.92083,76.909,-41.639,-48.139,87.106,63.795,-67.524,24.750,-54.399,29.981,20.988,16.598,114.395,-4.389,94.839,3.003,-3.097
0.92500,77.045,-41.871,-48.100,87.057,63.926,-67.525,24.749,-54.258,29.892,21.076,16.567,114.378,-4.395,94.967,2.959,-3.115
0.92917,77.125,-41.897,-48.044,87.019,64.034,-67.525,24.732,-54.016,29.811,21.165,16.533,114.360,-4.405,95.094,2.916,-3.136
0.93333,77.189,-41.903,-48.007,87.003,64.183,-67.525,24.728,-53.809,29.738,21.257,16.498,114.342,-4.418,95.219,2.873,-3.159
0.93750,77.231,-42.000,-48.009,87.020,64.298,-67.525,24.717,-53.692,29.674,21.350,16.462,114.324,-4.432,95.343,2.831,-3.186
0.94167,77.288,-42.107,-47.967,87.002,64.399,-67.526,24.699,-53.441,29.620,21.444,16.423,114.306,-4.446,95.465,2.789,-3.215
0.94583,77.355,-42.159,-47.931,86.947,64.498,-67.526,24.689,-53.294,29.575,21.540,16.382,114.288,-4.460,95.586,2.748,-3.247
0.95000,77.391,-42.231,-47.902,86.947,64.581,-67.526,24.671,-53.120,29.540,21.636,16.339,114.271,-4.473,95.705,2.706,-3.281
0.95417,77.418,-42.347,-47.875,86.927,64.689,-67.526,24.651,-52.942,29.515,21.733,16.294,114.253,-4.483,95.822,2.665,-3.317
0.95833,77.457,-42.360,-47.818,86.900,64.735,-67.526,24.625,-52.811,29.500,21.829,16.248,114.236,-4.490,95.937,2.624,-3.355
0.96250,77.477,-42.411,-47.796,86.909,64.819,-67.527,24.595,-52.641,29.493,21.924,16.200,114.219,-4.493,96.051,2.582,-3.395
0.96667,77.459,-42.595,-47.784,86.915,64.886,-67.527,24.560,-52.492,29.494,22.019,16.151,114.203,-4.492,96.164,2.540,-3.434
0.97083,77.496,-42.620,-47.718,86.887,64.972,-67.527,24.524,-52.303,29.501,22.111,16.101,114.188,-4.486,96.275,2.497,-3.475
0.97500,77.475,-42.767,-47.710,86.901,64.848,-67.528,24.399,-52.423,29.514,22.201,16.050,114.174,-4.474,96.385,2.454,-3.515
0.97917,77.507,-42.792,-47.657,86.877,64.980,-67.528,24.340,-52.209,29.530,22.290,15.999,114.161,-4.456,96.494,2.411,-3.555
0.98333,77.506,-42.858,-47.631,86.877,65.113,-67.528,24.333,-51.881,29.548,22.376,15.947,114.149,-4.433,96.602,2.368,-3.595
0.98750,77.475,-43.225,-47.524,86.758,65.092,-67.529,24.162,-51.820,29.566,22.461,15.896,114.137,-4.404,96.710,2.325,-3.635
0.99167,77.513,-43.218,-47.483,86.754,65.163,-67.528,24.070,-51.724,29.582,22.544,15.845,114.127,-4.370,96.817,2.284,-3.673
0.99583,77.477,-43.334,-47.505,86.801,65.194,-67.529,23.880,-51.600,29.594,22.624,15.794,114.116,-4.330,96.923,2.243,-3.710
1.00000,77.516,-43.355,-47.460,86.751,65.186,-67.529,23.710,-51.520,29.600,22.702,15.745,114.107,-4.286,97.030,2.202,-3.746
1.00417,77.536,-43.406,-47.449,86.750,65.272,-67.530,23.630,-51.290,29.600,22.777,15.697,114.097,-4.238,97.138,2.163,-3.779
1.00833,77.554,-43.477,-47.440,86.743,65.227,-67.530,23.312,-51.323,29.592,22.848,15.650,114.089,-4.187,97.245,2.123,-3.811
1.01250,77.537,-43.656,-47.441,86.744,65.307,-67.530,23.230,-51.097,29.575,22.916,15.605,114.080,-4.133,97.354,2.084,-3.840
1.01667,77.582,-43.700,-47.393,86.684,65.318,-67.531,22.943,-51.019,29.548,22.978,15.562,114.073,-4.078,97.464,2.045,-3.866
1.02083,77.614,-43.824,-47.388,86.677,65.349,-67.531,22.646,-50.893,29.511,23.037,15.522,114.065,-4.021,97.575,2.006,-3.890
1.02500,77.618,-43.995,-47.384,86.657,65.333,-67.531,22.452,-50.809,29.465,23.092,15.483,114.058,-3.964,97.689,1.967,-3.913
1.02917,77.648,-44.174,-47.361,86.577,65.377,-67.532,22.160,-50.701,29.408,23.143,15.446,114.052,-3.907,97.805,1.928,-3.933
1.03333,77.693,-44.280,-47.340,86.528,65.395,-67.532,21.894,-50.608,29.341,23.192,15.411,114.045,-3.850,97.923,1.890,-3.954
1.03750,77.769,-44.313,-47.316,86.481,65.334,-67.532,21.629,-50.561,29.265,23.239,15.376,114.040,-3.794,98.043,1.854,-3.975
1.04167,77.821,-44.369,-47.339,86.467,65.329,-67.533,21.317,-50.391,29.179,23.287,15.343,114.034,-3.738,98.167,1.820,-3.999
1.04583,77.857,-44.572,-47.379,86.481,65.408,-67.533,21.054,-50.256,29.084,23.335,15.309,114.030,-3.682,98.293,1.789,-4.026
1.05000,77.926,-44.710,-47.369,86.419,65.388,-67.533,20.806,-50.204,28.980,23.385,15.277,114.027,-3.627,98.422,1.761,-4.056
1.05417,77.995,-44.813,-47.375,86.385,65.406,-67.534,20.485,-50.005,28.868,23.438,15.245,114.026,-3.571,98.554,1.736,-4.091
1.05833,78.067,-44.900,-47.386,86.364,65.354,-67.534,20.208,-50.069,28.749,23.493,15.214,114.026,-3.516,98.688,1.716,-4.129
1.06250,78.150,-44.931,-47.385,86.306,65.378,-67.534,19.873,-49.903,28.624,23.551,15.186,114.027,-3.460,98.826,1.699,-4.170
1.06667,78.225,-45.115,-47.422,86.302,65.357,-67.535,19.562,-49.827,28.493,23.611,15.159,114.031,-3.403,98.966,1.685,-4.213
1.07083,78.309,-45.183,-47.460,86.287,65.310,-67.535,19.254,-49.775,28.358,23.673,15.135,114.037,-3.344,99.108,1.674,-4.259
1.07500,78.388,-45.250,-47.488,86.285,65.271,-67.535,18.907,-49.667,28.219,23.737,15.114,114.044,-3.284,99.253,1.666,-4.305
1.07917,78.472,-45.333,-47.521,86.276,65.143,-67.536,18.447,-49.759,28.076,23.802,15.096,114.054,-3.221,99.400,1.660,-4.353
1.08333,78.561,-45.359,-47.531,86.223,65.140,-67.536,18.165,-49.643,27.931,23.867,15.081,114.065,-3.157,99.548,1.657,-4.402
1.08750,78.656,-45.491,-47.599,86.243,65.144,-67.537,17.948,-49.475,27.782,23.934,15.068,114.077,-3.090,99.698,1.655,-4.450
1.09167,78.742,-45.517,-47.614,86.206,65.075,-67.537,17.546,-49.460,27.631,24.001,15.057,114.091,-3.020,99.850,1.654,-4.499
1.09583,78.823,-45.599,-47.705,86.251,64.894,-67.538,16.989,-49.568,27.478,24.070,15.048,114.104,-2.947,100.002,1.654,-4.547
1.10000,78.919,-45.679,-47.764,86.246,64.951,-67.538,16.809,-49.358,27.321,24.139,15.040,114.117,-2.872,100.156,1.655,-4.595
1.10417,79.008,-45.722,-47.784,86.195,64.728,-67.539,16.172,-49.525,27.162,24.210,15.033,114.129,-2.794,100.311,1.656,-4.643
1.10833,79.085,-45.776,-47.841,86.189,64.743,-67.539,16.037,-49.370,27.001,24.282,15.027,114.140,-2.713,100.465,1.657,-4.691
1.11250,79.261,-45.913,-47.876,86.159,64.539,-67.540,15.357,-49.482,26.836,24.355,15.022,114.149,-2.630,100.621,1.657,-4.738
1.11667,79.320,-45.973,-47.946,86.152,64.547,-67.540,15.164,-49.303,26.669,24.430,15.016,114.155,-2.543,100.776,1.657,-4.786
1.12083,79.475,-46.077,-47.985,86.112,64.320,-67.541,14.489,-49.483,26.500,24.508,15.010,114.159,-2.455,100.931,1.657,-4.834
1.12500,78.954,-46.366,-47.863,85.874,64.182,-67.541,14.031,-49.501,26.329,24.587,15.003,114.160,-2.362,101.086,1.656,-4.882
1.12917,79.543,-46.303,-48.061,85.959,64.224,-67.542,14.060,-49.236,26.155,24.669,14.995,114.157,-2.267,101.241,1.654,-4.931
1.13333,79.651,-46.404,-48.166,85.967,64.032,-67.542,13.445,-49.310,25.981,24.753,14.986,114.152,-2.169,101.394,1.652,-4.981
1.13750,79.667,-46.537,-48.198,85.901,63.731,-67.543,12.617,-49.590,25.804,24.840,14.977,114.143,-2.067,101.546,1.649,-5.033
1.14167,79.508,-46.907,-48.144,85.756,63.562,-67.543,12.118,-49.632,25.626,24.930,14.966,114.132,-1.961,101.698,1.646,-5.086
1.14583,79.854,-46.709,-48.352,85.833,63.593,-67.544,12.023,-49.361,25.447,25.022,14.955,114.118,-1.851,101.848,1.642,-5.140
1.15000,79.641,-47.004,-48.363,85.698,63.740,-67.544,12.301,-48.964,25.266,25.118,14.943,114.101,-1.737,101.998,1.638,-5.196
1.15417,79.844,-47.033,-48.448,85.633,65.113,-67.545,16.316,-49.406,25.085,25.217,14.930,114.082,-1.619,102.147,1.635,-5.254
1.15833,79.965,-47.135,-48.527,85.607,64.935,-67.545,15.621,-49.558,24.904,25.318,14.917,114.060,-1.497,102.294,1.632,-5.313
1.16250,79.847,-47.417,-48.528,85.466,64.974,-67.546,15.689,-49.474,24.722,25.424,14.904,114.034,-1.371,102.440,1.629,-5.375
1.16667,82.791,-45.500,-46.602,85.388,64.719,-67.547,14.961,-49.735,24.540,25.533,14.890,114.005,-1.241,102.586,1.627,-5.438
1.17083,82.873,-45.569,-46.613,85.312,64.573,-67.547,14.289,-49.880,24.358,25.647,14.877,113.973,-1.107,102.730,1.625,-5.502
1.17500,83.058,-45.685,-46.568,85.213,64.638,-67.548,14.499,-49.696,24.176,25.764,14.863,113.937,-0.969,102.874,1.624,-5.567
1.17917,83.133,-45.738,-46.584,85.149,64.428,-67.548,13.725,-49.943,23.995,25.885,14.850,113.898,-0.827,103.017,1.625,-5.633
1.18333,83.200,-45.803,-46.624,85.086,64.227,-67.549,13.193,-50.070,23.814,26.009,14.837,113.857,-0.681,103.159,1.626,-5.701
1.18750,83.276,-45.888,-46.658,85.019,63.948,-67.550,12.545,-50.298,23.633,26.137,14.826,113.813,-0.532,103.301,1.628,-5.769
1.19167,83.537,-45.971,-46.565,84.900,63.827,-67.550,11.888,-50.407,23.453,26.269,14.816,113.767,-0.378,103.442,1.632,-5.837
1.19583,83.621,-46.033,-46.613,84.835,63.380,-67.551,11.159,-50.772,23.274,26.403,14.808,113.721,-0.222,103.583,1.636,-5.906
1.20000,83.694,-46.106,-46.656,84.785,63.797,-67.551,11.867,-50.310,23.095,26.540,14.803,113.674,-0.061,103.724,1.643,-5.976
1.20417,83.892,-46.159,-46.608,84.675,63.568,-67.552,11.159,-50.525,22.917,26.679,14.800,113.627,0.103,103.864,1.650,-6.046
1.20833,83.971,-46.231,-46.646,84.614,63.384,-67.552,10.792,-50.631,22.740,26.821,14.799,113.579,0.269,104.004,1.659,-6.116
1.21250,84.075,-46.306,-46.668,84.548,63.267,-67.552,10.305,-50.714,22.563,26.965,14.801,113.532,0.439,104.145,1.670,-6.186
1.21667,84.188,-46.375,-46.683,84.475,63.036,-67.553,9.886,-50.834,22.387,27.112,14.806,113.485,0.612,104.286,1.682,-6.257
1.22083,84.270,-46.448,-46.706,84.412,62.860,-67.554,9.445,-50.979,22.212,27.260,14.814,113.438,0.787,104.426,1.696,-6.329
1.22500,84.416,-46.515,-46.703,84.327,62.427,-67.554,8.649,-51.267,22.036,27.410,14.824,113.392,0.964,104.567,1.711,-6.400
1.22917,84.486,-46.592,-46.748,84.282,62.475,-67.555,8.587,-51.181,21.860,27.561,14.837,113.347,1.143,104.709,1.728,-6.472
1.23333,84.554,-46.677,-46.790,84.234,62.168,-67.555,7.986,-51.391,21.685,27.713,14.853,113.304,1.323,104.850,1.746,-6.545
1.23750,84.680,-46.743,-46.788,84.166,62.091,-67.556,7.692,-51.485,21.510,27.867,14.871,113.261,1.504,104.993,1.765,-6.617
1.24167,84.788,-46.799,-46.827,84.125,61.641,-67.556,6.917,-51.729,21.335,28.021,14.892,113.219,1.686,105.135,1.785,-6.690
1.24583,84.870,-46.873,-46.855,84.072,61.354,-67.557,6.360,-51.922,21.160,28.174,14.915,113.179,1.867,105.278,1.805,-6.762
1.25000,85.008,-46.920,-46.863,84.011,61.124,-67.558,5.892,-52.057,20.986,28.328,14.941,113.139,2.047,105.422,1.825,-6.834
1.25417,85.082,-46.997,-46.908,83.973,61.064,-67.558,5.670,-52.136,20.811,28.481,14.969,113.101,2.226,105.566,1.846,-6.906
1.25833,85.180,-47.039,-46.912,83.949,60.640,-67.558,5.039,-52.359,20.637,28.633,15.000,113.063,2.403,105.711,1.866,-6.977
1.26250,85.337,-47.075,-46.939,83.883,60.071,-67.559,4.155,-52.751,20.463,28.783,15.033,113.027,2.578,105.856,1.885,-7.048
1.26667,85.408,-47.155,-46.970,83.855,59.985,-67.559,3.866,-52.798,20.290,28.931,15.068,112.992,2.751,106.002,1.904,-7.118
1.27083,85.513,-47.211,-47.005,83.809,59.476,-67.560,3.159,-53.088,20.118,29.077,15.104,112.958,2.921,106.149,1.921,-7.187
1.27500,85.597,-47.284,-47.033,83.770,59.390,-67.560,2.917,-53.157,19.946,29.221,15.143,112.925,3.088,106.296,1.937,-7.256
1.27917,85.692,-47.345,-47.064,83.743,58.659,-67.561,1.948,-53.565,19.776,29.362,15.184,112.893,3.253,106.443,1.952,-7.325
1.28333,85.779,-47.408,-47.058,83.708,58.534,-67.561,1.681,-53.667,19.606,29.501,15.226,112.862,3.415,106.591,1.966,-7.392
1.28750,85.901,-47.461,-47.082,83.683,58.358,-67.562,1.398,-53.801,19.438,29.637,15.270,112.832,3.575,106.740,1.979,-7.459
1.29167,86.138,-47.418,-47.059,83.602,-8.073,-67.546,-24.413,-66.621,19.271,29.770,15.314,112.803,3.733,106.890,1.990,-7.526
1.29583,86.201,-47.479,-47.085,83.603,-8.062,-67.547,-24.463,-66.638,19.106,29.900,15.360,112.775,3.889,107.040,2.000,-7.593
1.30000,86.420,-47.441,-47.069,83.564,-8.006,-67.548,-24.517,-66.656,18.942,30.029,15.407,112.747,4.043,107.191,2.008,-7.659
1.30417,86.505,-47.498,-47.094,83.551,-7.910,-67.548,-24.555,-66.732,18.780,30.155,15.454,112.721,4.196,107.343,2.016,-7.727
1.30833,86.652,-47.525,-47.085,83.507,-7.790,-67.549,-24.610,-66.795,18.620,30.279,15.501,112.694,4.347,107.495,2.022,-7.794
1.31250,86.790,-47.549,-47.077,83.467,-7.789,-67.550,-24.625,-66.794,18.462,30.401,15.547,112.667,4.497,107.649,2.027,-7.863
1.31667,86.851,-47.623,-47.090,83.457,-7.660,-67.550,-24.651,-66.890,18.306,30.522,15.593,112.641,4.646,107.803,2.031,-7.933
1.32083,86.984,-47.667,-47.077,83.408,-7.617,-67.551,-24.674,-66.935,18.152,30.641,15.638,112.614,4.794,107.958,2.033,-8.005
1.32500,87.171,-47.663,-47.044,83.370,-7.472,-67.552,-24.710,-67.051,18.000,30.758,15.683,112.587,4.941,108.115,2.033,-8.078
1.32917,87.260,-47.712,-47.076,83.361,-7.509,-67.552,-24.712,-67.055,17.851,30.873,15.726,112.559,5.086,108.272,2.032,-8.152
1.33333,87.406,-47.740,-47.036,83.312,-7.278,-67.553,-24.730,-67.100,17.704,30.986,15.767,112.530,5.230,108.430,2.029,-8.228
1.33750,87.512,-47.789,-47.046,83.279,-7.222,-67.554,-24.742,-67.215,17.559,31.097,15.807,112.501,5.373,108.589,2.024,-8.307
1.34167,87.655,-47.816,-47.003,83.245,-7.123,-67.554,-24.756,-67.282,17.417,31.206,15.846,112.471,5.515,108.750,2.016,-8.387
1.34583,87.726,-47.880,-46.986,83.216,-6.915,-67.555,-24.777,-67.334,17.278,31.313,15.883,112.440,5.654,108.910,2.007,-8.468
1.35000,87.806,-47.942,-46.989,83.164,-6.905,-67.556,-24.778,-67.425,17.141,31.418,15.918,112.408,5.792,109.071,1.996,-8.552
1.35417,87.900,-47.990,-46.921,83.134,-6.810,-67.556,-24.787,-67.516,17.007,31.522,15.952,112.375,5.927,109.233,1.983,-8.638
1.35833,88.361,-47.888,-46.818,83.057,-6.516,-67.557,-24.801,-67.652,16.876,31.625,15.983,112.341,6.059,109.395,1.969,-8.725
1.36250,88.428,-47.942,-46.822,83.043,-6.461,-67.558,-24.802,-67.690,16.748,31.727,16.012,112.306,6.190,109.557,1.954,-8.815
1.36667,88.549,-47.985,-46.754,82.981,-6.440,-67.558,-24.811,-67.765,16.623,31.828,16.039,112.269,6.317,109.719,1.937,-8.906
1.37083,88.720,-48.028,-46.683,82.925,-6.350,-67.559,-24.816,-67.855,16.502,31.929,16.064,112.231,6.440,109.880,1.919,-8.999
1.37500,89.204,-47.965,-46.548,82.861,-6.154,-67.560,-24.822,-67.936,16.385,32.031,16.085,112.190,6.561,110.041,1.901,-9.095
1.37917,89.226,-48.022,-46.529,82.793,-6.131,-67.560,-24.828,-68.033,16.272,32.133,16.104,112.147,6.678,110.202,1.882,-9.192
1.38333,89.276,-48.124,-46.593,82.765,-6.040,-67.561,-24.832,-68.130,16.164,32.236,16.120,112.102,6.790,110.361,1.863,-9.292
1.38750,89.259,-48.231,-46.646,82.738,-5.854,-67.561,-24.835,-68.217,16.061,32.341,16.133,112.053,6.898,110.520,1.845,-9.394
1.39167,89.404,-48.123,-46.648,82.649,-5.816,-67.562,-24.840,-68.300,15.963,32.448,16.143,112.002,7.001,110.678,1.826,-9.497
1.39583,89.383,-48.259,-46.666,82.590,-5.733,-67.563,-24.844,-68.382,15.871,32.557,16.152,111.947,7.099,110.835,1.808,-9.603
1.40000,89.363,-48.396,-46.748,82.572,-5.653,-67.563,-24.848,-68.478,15.785,32.669,16.158,111.890,7.193,110.990,1.792,-9.711
1.40417,89.353,-48.489,-46.741,82.486,-5.584,-67.564,-24.850,-68.572,15.706,32.783,16.163,111.830,7.281,111.145,1.776,-9.821
1.40833,89.319,-48.571,-46.775,82.448,-5.529,-67.565,-24.853,-68.656,15.633,32.900,16.168,111.769,7.363,111.298,1.762,-9.932
1.41250,89.309,-48.682,-46.846,82.402,-5.476,-67.565,-24.855,-68.739,15.568,33.019,16.172,111.705,7.441,111.450,1.749,-10.045
1.41667,89.277,-48.773,-46.812,82.315,-5.430,-67.566,-24.857,-68.809,15.509,33.140,16.176,111.640,7.514,111.601,1.737,-10.160
1.42083,89.257,-48.853,-46.845,82.267,-5.381,-67.567,-24.859,-68.880,15.458,33.262,16.181,111.574,7.584,111.751,1.726,-10.277
1.42500,89.239,-48.984,-46.939,82.259,-5.339,-67.567,-24.861,-68.955,15.415,33.385,16.186,111.507,7.650,111.900,1.717,-10.394
1.42917,89.209,-49.061,-46.866,82.147,-5.299,-67.568,-24.863,-69.018,15.379,33.510,16.193,111.440,7.714,112.048,1.709,-10.513
1.43333,89.212,-49.194,-46.979,82.169,-5.271,-67.568,-24.866,-69.080,15.351,33.634,16.201,111.373,7.775,112.195,1.702,-10.633
1.43750,89.153,-49.322,-46.894,82.022,-5.227,-67.569,-24.872,-69.232,15.331,33.759,16.210,111.305,7.837,112.341,1.697,-10.754
1.44167,89.113,-49.434,-46.949,82.058,-5.218,-67.569,-24.868,-69.189,15.317,33.883,16.222,111.237,7.898,112.487,1.691,-10.875
1.44583,89.106,-49.565,-47.020,82.046,-5.191,-67.570,-24.869,-69.233,15.310,34.005,16.235,111.169,7.960,112.633,1.687,-10.997
1.45000,89.016,-49.732,-46.950,81.963,-5.165,-67.570,-24.870,-69.284,15.310,34.126,16.250,111.101,8.024,112.779,1.683,-11.119
1.45417,88.996,-49.848,-46.963,81.892,-5.138,-67.571,-24.871,-69.334,15.316,34.245,16.267,111.033,8.091,112.924,1.679,-11.242
1.45833,88.952,-49.974,-47.036,81.938,-5.110,-67.572,-24.872,-69.371,15.327,34.360,16.286,110.963,8.160,113.070,1.676,-11.364
1.46250,88.889,-50.134,-46.956,81.823,-5.083,-67.572,-24.872,-69.403,15.344,34.471,16.306,110.894,8.232,113.217,1.672,-11.486
1.46667,88.840,-50.258,-46.982,81.823,-5.056,-67.573,-24.873,-69.434,15.366,34.579,16.327,110.823,8.308,113.364,1.668,-11.608
1.47083,88.799,-50.400,-46.950,81.754,-5.026,-67.573,-24.875,-69.478,15.392,34.682,16.348,110.751,8.387,113.512,1.663,-11.730
1.47500,88.907,-50.323,-46.986,81.731,-5.003,-67.574,-24.873,-69.492,15.422,34.781,16.370,110.678,8.470,113.661,1.657,-11.851
1.47917,88.797,-50.572,-46.949,81.657,-4.972,-67.574,-24.874,-69.517,15.456,34.873,16.392,110.603,8.557,113.812,1.651,-11.972
1.48333,88.750,-50.693,-47.013,81.658,-4.942,-67.575,-24.875,-69.539,15.493,34.960,16.412,110.527,8.647,113.964,1.643,-12.093
1.48750,88.588,-50.964,-46.959,81.612,-4.915,-67.576,-24.875,-69.561,15.534,35.041,16.432,110.449,8.741,114.118,1.635,-12.213
1.49167,88.511,-51.143,-46.884,81.490,-4.881,-67.576,-24.875,-69.577,15.578,35.116,16.449,110.369,8.839,114.274,1.625,-12.333
1.49583,88.469,-51.259,-46.831,81.382,-4.848,-67.577,-24.875,-69.592,15.625,35.184,16.464,110.286,8.940,114.432,1.613,-12.452
1.50000,88.516,-51.274,-46.831,81.324,-4.761,-67.577,-24.874,-69.615,15.675,35.247,16.476,110.201,9.046,114.592,1.601,-12.570
1.50417,88.437,-51.387,-46.863,81.319,-4.754,-67.578,-24.875,-69.633,15.728,35.304,16.486,110.111,9.157,114.755,1.587,-12.688
1.50833,88.291,-51.661,-46.724,81.133,-2.756,-67.578,-24.874,-69.647,15.784,35.356,16.494,110.019,9.273,114.919,1.572,-12.805
1.51250,88.278,-51.742,-46.681,81.039,-4.684,-67.579,-24.872,-69.657,15.842,35.402,16.499,109.922,9.395,115.086,1.557,-12.922
1.51667,88.173,-51.886,-46.664,80.965,-4.335,-67.579,-24.868,-69.684,15.904,35.444,16.501,109.820,9.524,115.255,1.541,-13.039
1.52083,88.067,-52.024,-46.662,80.934,-3.885,-67.580,-24.860,-69.704,15.967,35.482,16.503,109.715,9.661,115.425,1.526,-13.154
1.52500,87.944,-52.179,-46.606,80.834,-3.244,-67.580,-24.847,-69.726,16.033,35.516,16.503,109.604,9.806,115.598,1.511,-13.269
1.52917,87.992,-52.206,-46.505,80.654,-2.578,-67.581,-24.829,-69.745,16.101,35.548,16.502,109.488,9.960,115.773,1.497,-13.385
1.53333,87.906,-52.261,-46.509,80.592,-1.227,-67.581,-24.804,-69.758,16.171,35.578,16.500,109.368,10.123,115.949,1.486,-13.500
1.53750,87.713,-52.513,-46.366,80.368,0.957,-67.582,-24.768,-69.758,16.242,35.606,16.497,109.243,10.297,116.127,1.476,-13.617
